Date,Open,High,Low,Close,Adj Close,Volume
2014-06-26,28.650000,33.000000,28.650000,31.340000,31.340000,45837300
2014-06-27,32.970001,40.470001,29.497999,35.759998,35.759998,45727200
2014-06-30,39.439999,41.189999,37.830002,40.549999,40.549999,24706000
2014-07-01,45.000000,49.900002,44.400002,48.799999,48.799999,41795200
2014-07-02,46.900002,46.980000,41.529999,42.040001,42.040001,29324100
2014-07-03,43.970001,45.240002,40.740002,41.580002,41.580002,15536600
2014-07-07,42.980000,44.439999,41.759998,43.959999,43.959999,17032400
2014-07-08,43.884998,44.990002,41.529999,42.200001,42.200001,10883900
2014-07-09,43.009998,43.700001,41.750000,43.299999,43.299999,5873700
2014-07-10,41.730000,42.750000,40.599998,41.939999,41.939999,4988100
2014-07-11,42.450001,42.880001,38.730000,38.840000,38.840000,9330300
2014-07-14,38.869999,39.099998,36.099998,36.840000,36.840000,10712400
2014-07-15,39.090000,42.099998,38.230000,41.630001,41.630001,19809200
2014-07-16,43.799999,44.439999,40.799999,40.900002,40.900002,11337200
2014-07-17,40.500000,42.130001,40.000000,40.340000,40.340000,4755000
2014-07-18,41.070000,42.549999,40.400002,41.430000,41.430000,5215800
2014-07-21,43.200001,43.799999,41.500000,41.580002,41.580002,9189100
2014-07-22,42.849998,43.250000,42.200001,43.099998,43.099998,5829200
2014-07-23,43.830002,44.830002,40.820000,41.740002,41.740002,10362900
2014-07-24,42.299999,42.400002,41.320000,42.189999,42.189999,3373500
2014-07-25,41.820000,42.400002,41.060001,41.980000,41.980000,2837900
2014-07-28,42.299999,43.700001,41.230000,43.250000,43.250000,5882900
2014-07-29,43.680000,44.750000,43.290001,44.070000,44.070000,5903600
2014-07-30,44.720001,46.340000,44.250000,46.316002,46.316002,6482100
2014-07-31,45.099998,48.400002,44.619999,47.970001,47.970001,14662000
2014-08-01,41.970001,44.790001,40.520000,40.970001,40.970001,13311300
2014-08-04,41.439999,41.799999,38.349998,38.529999,38.529999,6683600
2014-08-05,38.639999,40.139999,38.349998,38.869999,38.869999,4010500
2014-08-06,39.360001,40.130001,38.529999,38.720001,38.720001,2257700
2014-08-07,39.849998,39.849998,38.270000,38.700001,38.700001,2043300
2014-08-08,39.160000,39.160000,37.240002,37.650002,37.650002,2423600
2014-08-11,38.639999,38.770000,38.099998,38.200001,38.200001,1562000
2014-08-12,38.650002,38.692001,37.700001,38.040001,38.040001,1317700
2014-08-13,38.490002,39.040001,38.009998,38.189999,38.189999,2162300
2014-08-14,38.250000,39.820000,38.049999,39.490002,39.490002,2892000
2014-08-15,39.509998,40.250000,38.900002,39.790001,39.790001,2821800
2014-08-18,40.500000,42.599998,40.040001,41.849998,41.849998,3901200
2014-08-19,42.340000,43.500000,42.049999,43.360001,43.360001,4056800
2014-08-20,42.904999,44.599998,42.759998,43.889999,43.889999,3426300
2014-08-21,44.599998,44.860001,43.026001,43.169998,43.169998,2688700
2014-08-22,43.000000,43.830002,42.700001,43.290001,43.290001,1683000
2014-08-25,43.849998,44.349998,43.300999,43.849998,43.849998,1847800
2014-08-26,44.799999,45.799999,44.570000,45.290001,45.290001,3774100
2014-08-27,45.869999,46.000000,45.290001,45.500000,45.500000,1906300
2014-08-28,45.500000,49.860001,44.630001,48.900002,48.900002,10589100
2014-08-29,49.470001,52.130001,49.450001,51.799999,51.799999,10254400
2014-09-02,53.000000,55.349998,52.520000,53.939999,53.939999,9075600
2014-09-03,55.950001,57.450001,55.430000,56.860001,56.860001,9221200
2014-09-04,54.299999,55.879002,52.299999,53.080002,53.080002,8197700
2014-09-05,54.250000,59.240002,53.509998,58.750000,58.750000,7628400
2014-09-08,58.150002,63.720001,57.040001,63.520000,63.520000,12161700
2014-09-09,63.470001,68.290001,63.259998,64.190002,64.190002,13437600
2014-09-10,67.110001,69.300003,64.750000,68.470001,68.470001,12362300
2014-09-11,70.644997,70.900002,66.260002,68.279999,68.279999,15041100
2014-09-12,68.739998,70.169998,67.650002,69.180000,69.180000,8370500
2014-09-15,69.550003,71.419998,66.169998,67.199997,67.199997,10120900
2014-09-16,65.400002,66.690002,63.419998,65.230003,65.230003,8574000
2014-09-17,67.000000,68.209999,66.309998,67.220001,67.220001,5890600
2014-09-18,68.099998,68.669998,66.010002,66.330002,66.330002,5871800
2014-09-19,66.050003,67.300003,64.099998,67.199997,67.199997,5928500
2014-09-22,67.050003,68.900002,66.500000,68.269997,68.269997,4185500
