Date,Open,High,Low,Close,Adj Close,Volume
2017-03-17,24.250000,25.920000,23.280001,24.750000,24.750000,15197500
2017-03-20,24.090000,24.190001,22.780001,23.400000,23.400000,3281400
2017-03-21,23.400000,24.299000,23.000000,23.850000,23.850000,2032600
2017-03-22,23.799999,23.820000,22.299999,22.680000,22.680000,1469400
2017-03-23,22.750000,23.200001,22.350000,23.000000,23.000000,852800
2017-03-24,23.389999,23.600000,22.510000,22.530001,22.530001,409800
2017-03-27,22.370001,22.490000,21.799999,22.430000,22.430000,620600
2017-03-28,22.469999,23.500000,22.395000,23.240000,23.240000,687400
2017-03-29,23.280001,24.350000,23.129999,23.799999,23.799999,638000
2017-03-30,23.940001,23.950001,23.010000,23.709999,23.709999,445700
2017-03-31,23.610001,24.790001,23.610001,24.330000,24.330000,996400
2017-04-03,24.400000,25.600000,23.950001,24.580000,24.580000,1348900
2017-04-04,24.459999,24.900000,23.440001,23.700001,23.700001,904300
2017-04-05,23.700001,24.620001,23.700001,24.049999,24.049999,609000
2017-04-06,24.000000,24.350000,23.500000,23.740000,23.740000,305800
2017-04-07,23.549999,23.629999,23.240000,23.299999,23.299999,368700
2017-04-10,23.330000,23.730000,23.190001,23.309999,23.309999,500000
2017-04-11,22.790001,22.959999,21.830000,22.299999,22.299999,1153500
2017-04-12,22.309999,22.920000,22.025000,22.850000,22.850000,600600
2017-04-13,22.940001,22.940001,21.600000,22.200001,22.200001,920800
2017-04-17,22.180000,23.049999,22.021000,22.690001,22.690001,340700
2017-04-18,22.540001,22.820000,22.250000,22.629999,22.629999,211100
2017-04-19,22.639999,23.100000,22.480000,22.580000,22.580000,313100
2017-04-20,22.590000,22.980000,22.290001,22.290001,22.290001,905500
2017-04-21,22.299999,22.639999,22.200001,22.290001,22.290001,373800
2017-04-24,22.580000,22.590000,21.920000,22.000000,22.000000,409600
2017-04-25,22.090000,23.190001,22.020000,22.980000,22.980000,746800
2017-04-26,23.260000,23.430000,22.709999,22.730000,22.730000,292700
2017-04-27,22.750000,23.100000,22.610001,23.030001,23.030001,304000
2017-04-28,22.959999,23.270000,22.490000,23.040001,23.040001,206300
2017-05-01,23.209999,23.570000,23.059999,23.100000,23.100000,311900
2017-05-02,23.129999,23.240000,22.010000,22.180000,22.180000,601700
